rank	word	reading	pos	meaning	example	translation
2640	丁寧	ていねい	na-adjective	polite; courteous; civil	彼女はいつ私に会っても丁寧におじぎする。	Whenever she sees me, she greets me politely.
2641	上映	じょうえい	noun	screening (a movie); showing	二回目の上映がまもなく始まります。	The second showing will start soon.
2642	下着	したぎ	noun	underwear; undergarment; underclothes	私は新しい下着が気に入っている。	I'm pleased with my new underwear.
2643	人事	じんじ	noun	human affairs; mundane matters; things human	先ごろあなたの人事記録に誤りを発見しました。	We recently discovered an error in your personnel record.
2644	侵入	しんにゅう	noun	invasion; incursion; raid	私たちが留守の間に泥棒が家に侵入した。	The thief broke into the house while we were away.
2645	信仰	しんこう	noun	(religious) faith; belief; creed	牧師は彼女のキリスト信仰の告白を聞いた。	The minister listened to her profession of Christianity.
2646	前日	ぜんじつ	noun	previous day; day before; eve	彼は私に前日そこで彼女に会ったと言った。	He told me that he had seen her there the day before.
2647	史上	しじょう	adjective	in history; ever; historical	その年の鉄鋼生産は史上最高だった。	Steel production of the year was the highest on record.
2648	大学生	だいがくせい	noun	university student; college student	私は多くの大学生と知り合うようになった。	I came to know many university students.
2649	実用	じつよう	noun	practical use; utility	彼女は私に実用的なアドバイスをしてくれた。	She gave me some practical advice.
2650	寂しい	さびしい	i-adjective	lonely; lonesome; solitary	彼は一人でこの寂しい場所に住んでいます。	He lives in this lonely place by himself.
2651	対抗	たいこう	noun	opposition; rivalry; competition	わがチームは大学対抗のトーナメントで優勝した。	Our team won in the intercollegiate tournament.
2652	届く	とどく	verb	to reach; to touch; to get to	彼女は今や私の手の届かないところにいる。	Now she is out of my reach.
2653	岐阜	ぎふ	noun	Gifu (city, prefecture)	私たちは岐阜に行った。	We went to Gifu.
2654	川崎	かわさき	noun	Kawasaki (city)	川崎には工場が多い。	There are a lot of factories in Kawasaki.
2655	常識	じょうしき	noun	common sense; good sense; common knowledge	常識を欠いた知識はほとんど役に立たない。	Knowledge without common sense counts for little.
2656	扱う	あつかう	verb	to deal with (a person); to treat; to handle	著者はこの事柄を扱うつもりはありません。	The present writer doesn't intend to deal with this matter.
2657	挿入	そうにゅう	noun	insertion; interposition; interpolation	その作家の文体は挿入語句が多い。	The writer has a parenthetic style.
2658	損	そん	noun	loss; damage; harm	たとえどちらを選んでも、損はしないよ。	Whichever you choose, you cannot lose.
2659	替え	かえ	noun	change; alteration	シャツの替えがない。	I don't have a spare shirt.
2660	桁	けた	noun	column; beam; girder	医者なら６桁の収入は珍しくない。	A six-figure income is not uncommon for physicians.
2661	歌う	うたう	verb	to sing	太った女性が歌うまでオペラは終わらない。	The opera ain't over till the fat lady sings.
2662	汚れ	よごれ	noun	dirt; filth; stain	彼女は汚れの無い心の持ち主です。	She has a clean heart.
2663	流れる	ながれる	verb	to stream; to flow (liquid, time, etc.); to run (ink)	当時はきれいな水がこの川にも流れていた。	Pure water was washed away to this river as well at that time.
2664	現れる	あらわれる	verb	to appear; to come in sight; to become visible	彼女はその会合が終わるまで現れなかった。	She didn't show up until the meeting was over.
2665	発達	はったつ	noun	development; growth	精神は肉体とともに発達させるべきである。	The mind should be developed along with the body.
2666	節	せつ	noun	occasion; time	この１節を読み、日本語に翻訳せよ。	Read this passage and translate it into Japanese.
2667	組合	くみあい	noun	association; union; guild	彼らは私に、会社の組合に入るよう頼んだ。	They asked me to join the union of the company.
2668	経由	けいゆ	noun	going through; going via; going by way of	彼はボストンを経由してここにやって来た。	He came here by way of Boston.
2669	結論	けつろん	noun	conclusion (of an argument, discussion, study, etc.)	論文は結論を残し、あとは仕上がっている。	The thesis is finished except for the conclusion.
2670	翌日	よくじつ	noun	next day	特別講義は悪天候のため翌日に延期された。	The special lecture was put off until the next day due to the bad weather.
2671	舌	した	noun	tongue	幼い少女は彼に向かって舌をつき出した。	The little girl stuck out her tongue at him.
2672	芸能人	げいのうじん	noun	entertainer; performer; celebrity	今日お気に入りの芸能人が出てるミュージカルを見に行った。彼は、今年の一押しだね。	I went to a musical with my favorite actor today. He's the one must-see for this year.
2673	見つける	みつける	verb	to find; to discover; to come across	彼は公衆電話を見つけてタクシーを呼んだ。	He found a public telephone and called a taxi.
2674	誤解	ごかい	noun	misunderstanding	この問題はお互いの誤解から生じたものだ。	This problem arose from a mutual misunderstanding.
2675	豆	まめ	noun	legume (esp. edible legumes or their seeds, e.g. beans, peas, pulses); bean; pea	右の鼻に豆が入ってしまいました。	There's a pea in my right nostril.
2676	資本	しほん	noun	funds; capital	資本、土地、労働は生産の三大要素である。	Capital, land and labor are the three key factors of production.
2677	逃げる	にげる	verb	to run away; to flee; to get away (e.g. from danger)	まるで、沈む船から逃げるネズミみたいね。	It's just like rats leaving a sinking ship.
2678	通じ	つうじ	noun	(bowel) movement; evacuation; defecation	お通じがよくなりますよ。	It moves the bowels.
2679	通る	とおる	verb	to go by; to go past; to go along	彼らは昨日彼女の家のそばを通りかかった。	They passed by her house yesterday.
2680	週刊	しゅうかん	noun	weekly publication	少年はそこに座って週刊誌を読んでいた。	The boy sat there reading a weekly magazine.
2681	過程	かてい	noun	process; course; mechanism	討議の過程でそのことには触れられなかった。	It wasn't mentioned during the discussion.
2682	部品	ぶひん	noun	parts; accessories; components	この車の予備の部品を買うことができない。	I cannot buy spare parts for this car.
2683	録音	ろくおん	noun	(audio) recording	そのテープレコーダーは彼の声を録音した。	The tape recorder has recorded his voice.
2684	開放	かいほう	noun	opening (a door, window, etc.); leaving open	この庭園は一般に開放されています。	This garden is open to the public.
2685	雲	くも	noun	cloud	これらの雲は白い羊の群れのように見える。	These clouds look like a flock of white sheep.
